comment,sentiment
今天北京怎么了，6点从蓝色港湾出发去雍和宫，8：30才到，总共花了2.5小时！[可怜][晕][怒][衰],0
一捡废品七旬老人捡到7000块钱，虽然又冷又饿，但毫不犹豫将钱交给警方。办完手续，老人不好意思地问警察：“我还没吃早饭，可以借我一元买个馒头吃吗？”警察震惊了，纷纷掏出口袋里的钱往老人手里塞。老人坚持只要一块钱。望着老人远去的背影，警察们含着热泪把7000块钱分了…[泪][抓狂]@恋上微小说,0
看完少年派，，，不敢睡觉了[衰],0
[哈哈]//@鹏城祁林:#福华路上说浮华#有内涵，[嘻嘻][抓狂][哈哈],0
如日中天？遇见体制以及垄断也会日薄西山的[泪],0
哈哈?就查那么一点...我要制定一个健身计划[怒],0
[泪][泪] //@kissis:红烧黄瓜，糖醋豇豆，外婆还跟我和大猫说鱼子不能吃要笨的，我们就看着外婆吃//@游局网shapple:回复@kissis:想起外婆了……这些都是她拿手的好菜…记得我们小时候过年…宁波汤团…走油肉……煎带鱼…还有很多菜……你还记得么？ //@kissis:能吃就行[馋嘴],0
Bazinga[晕] //@一弛:把增格~ //@秋天的小碎:不会要分手吧…… //@大鹏还没展翅: @秋天的小碎  sheldon不想要孩子,0
这牌子只适合jet setter用作时尚玩意，坐飞机的各位都不是目标消费群啊//@呆货维维安: 这玩意儿绝对坑爹第一名，还不如MUJI。。。//@ViiiHung: 骗子！怎么可能！我的箱子整整缺了一个角说是铆钉没有进口原配的，要等几个月再说！[衰] //@AnsonZZ:托 //@Jessiejiajia: @ViiiHung 真的假的！你去试试,0
夏天第一咬:室外和朋友一起烧烤，事先做了准备~贴了“蚊不盯”，但没用啊[泪][抓狂] 手上，腿上，五个大包[衰],0
//@北京交警: 逃逸的司机，记住：法网恢恢，疏而不漏，回头是岸。[怒],0
东方做客《hi歌也疯狂》节目，我给了她一个surprise，嘿嘿~可惜电话信号不太好，延时了[失望]，以后有机会的话一定要一起演唱这首属于我们的歌！@圆咚方 @袁东方官方粉丝团 http://t.cn/zO3sz6U,0
给女人选吗？貌似只看后面还不够啊[害羞]原来是任＂君＂挑选[思考] //@翠喜李:偶像金句，赶快收藏。@Jonny妈  //@?克就是?克:??。漂亮的屁股永?不??...//@番茄小王子:第一瞬?想起你！不@你一下?不起我看的那?多你的文字吖！[泪]@?克就是?克,0
瞅把我给累的，弟弟你必须请我吃顿好的！[泪]@铮子,0
[泪][泪]电脑摔了，拍照留念。破财免灾，我要淡定，我不郁闷我不郁闷我不郁闷，啊啊啊啊啊啊啊啊[抓狂],0
//@博江龙:谁死谁伤，[怒][怒]景区在村内也需村民买门票，没道理，[弱][弱]先有三僚村后有景区的,0
 谁能帮忙找些服务员啊！[泪][抓狂]急死了！[衰][汗],0
方大同貌似喜欢薛凯琪，还是已经好了？我的心都碎了。。[泪][泪][泪],0
！！！！[抓狂][抓狂][抓狂]我恨你,0
回复@80后大男生:永远是对方给了个痛快[怒骂] //@80后大男生:[抓狂],0
回复@牛牛的超级无敌小兔兔:的确刚发现我被人爆料了 //@牛牛的超级无敌小兔兔:[晕]你是刚发现么,0
//@elson李:[衰][衰][衰]这就是南开风格？@街头巷伟  //@风物长宜放眼量wq:坐等音乐学院小广告。//@保辉-之言片语:[汗]广告太毒了,0
领悟，太太太让人动容了！[泪],0
因为宁财神不愿意看非诚勿扰了，怪不得作为选手一上台，全场灭灯呢！[怒骂][怒骂]，果断换台！还是看我台的最美合声吧！[酷][酷],0
[抓狂][抓狂][嘻嘻][嘻嘻][嘻嘻][嘻嘻][哈哈][哈哈][哈哈][哈哈][good]@陈玉霞博斐秀禾 开心―刻 //@杨那夫大厨:转发微博,0
《爱家行动》小品部分好吃的都没赶上[泪]。。。看节目过过眼瘾。。。小分队的同学们。。。你们懂得。。,0
我也想开书店[衰] //@AllyFang: 转发微博,0
"十三只啊～ //@维尼幸福牌甜酱_蜜儿:我想哭TTTT十三只[泪]   //@V北鼻是个忙内吧:如果爱,基续爱!  //@__金轩__:如果爱，澈底爱。   //@金草莓求天降金基范:如果爱，基续爱。",0
 //@马权飞: 不管是做网店，还是弄网站这个收入特别正常//@中视天阔王学庆:吹牛逼 谁不会啊。淘宝店根本不好做。[哈哈]//@成建勇:[泪][泪][泪] //@马权飞:啥都不说了//@颜乔:[委屈][抓狂],0
回复@巴先森:保重了 //@巴先森:只是刚回来，本来牙齿痛吃这个刚好，只能下次去了? //@巴先森:???没早D看到  //@KC?味??: 以欣??的??在?面也大把??是真的，如富?及名人坊也比??好。  //@OL醉??房:一口已要近百元阿[晕] ,0
回复@匪类也柔情8866:[思考] //@匪类也柔情8866:[哼] //@无须豆蔻:[思考] //@匪类也柔情8866:[怒],0
//@丹丹丹丹担心变月光:[泪]//@L小蕊:转发微博,0
看谍中谍看得好激动，半瓶脉动撒包里头了，尼玛手机钱包钥匙等无一幸免！[衰]粘！还是荔枝味儿的！,0
四眼宅女[衰]变身桃花萌主[花心],0
Android手机内的计算器谁.7减去谁.6原来不等于0.谁[衰],0
这车堵的！差点误场！！！[抓狂]赶楞死勒！,0
这个东东还没使利索，为么应用商店总也登陆不上去？[抓狂],0
下了两天的雨还在继续，雪藏了一年的雨靴这两天也派上 用场。天气预报说这雨一直持续到周末，难道以后要每天都穿雨靴了吗？[抓狂],0
回复@L__小?Jenna:我们只是去为白领事业做做市场考察！学学人家的设计，别急啊，乖！@水瓶座的米小婕 //@L__小?Jenna:没有我们的合照，没有我们的合照！！！！[泪][泪][泪]璐璐姐姐！！！求合照，求范儿！[花心][花心][花心],0
混的好的女人中枪了 //@999道私房菜:人艰不拆[泪],0
当空气有一天变成了奢侈品！[泪]于心何忍？国在家在，家在国在。当权者知否。,0
//@艳阳国旅-卢晓武://@决定换个名字_Dino://@K_照?好自己://@手机用户谁谁谁30409:不是说带壳的鸡蛋不能扔微波炉么。//@Happy张江:一定要控制好加热时间，否则很可能会出大事[衰]//@一个不同寻常的女纸: 我曾经用微波炉热过煮鸡蛋，热好了把蛋壳剥开，咬了一口之后，蛋蛋就爆炸了，屋里蛋黄蛋白到,0
[哈哈] //@严艺丹:这样的混搭太让人慌张了![晕] 攀攀和超超看着就喜庆，就我丧眉耷眼儿的，还唱着“堵车”歌~[右哼哼]  //@嘻哈包袱铺刘星://@高晓攀:今年流行说相声报幕！,0
 @作业本 同学，青岛种树的事儿解决了，您老抽空也帮一下济南人民吧[泪]我还没见过就没了,0
姑娘，咱能讲究点儿吗？这点儿了，您在办公室吃韭菜，是不是考虑一下别人的感受啊。别怪我嘴损，只图自己痛快，真找不着对象。[晕]捏着鼻子，憋死我了,0
荨麻疹及其汹涌的来找我，姐快Hold不住了，求良药！求良方！[泪],0
谢谢大家～还木有找到[泪][泪][泪],0
卸妆前后差别还是有的。怎么大伙就是不信呢？[泪]下次我要录制变身视频。一秒钟洛莉变嫩白帅。[偷笑]每天回顾自己的微博我都想打自己巴掌。[嘻嘻]太欢乐了,0
[汗][衰][抓狂] //@冉甲男:好有幽默感得妈妈～//@话不好听但我是郝艺: //@澳际胡柏菁: 我操，瞎了//@Alan-Li大?: //@谁8禁搞笑精选: 转发微博,0
合同是手纸么？为什么总有人无视合同的存在！亲手签的合同都不认，不尊重自己更不尊重别人！[怒],0
#开心早安#一觉醒来，发现已经是9点！瞬间就这个表情了~[衰] 习惯性穿衣服准备出门~结果突然发现！今天是周六！[哈哈] ,0
大胖猫！！！[抓狂][抓狂][晕]你们还是住在德吉路那边了吗？,0
真的假的？又来？//@屈斌-冷漠:怎么感觉博主像说书一样呢？//@邓舒潼: 本来还想临港新城买个屋子的 彻底打消念头了。台风前哨站啊//@lu_agnes: 这么厉害?[衰][晕],0
不想起床[泪][泪][泪][泪],0
看到！[爱你] //@李安安_Ann:回复@猫舍-Annwj:我这样回复，在同时转发到微博，应该有了吧[晕] //@猫舍-Annwj:发微博 @ 了你们不下十次，但是微博就显示不出来，为什么呢这是，评论@ 你们看的到吗，看到回我一个。@Frida_Z @蓝某人曾经也叫蓝天,0
突然想剪头发了[抓狂][抓狂],0
午饭又没谱了[泪]直接和宵夜一起解决吧，每天蓬头垢面的样子，我自己已经接受不了自己了[生病],0
回复@王一名中英文双语主持:注意休息…………… //@王一名中英文双语主持:回复 @陈思元Cgoldy:[偷笑]累的[泪]没有恋，不知道为啥想起陈晓春这首歌relax-,0
请不要说自己是南京人！没这样的！ [鄙视]//@搜狐焦点蔡勇:变态//@?滑?: 诅咒她这辈子下辈子永世被狗虐！！[怒][怒][怒] //@suki飘啊飘:靠！这种人必须人肉她！ //@TT之:我操他妈的，畜生 //@杨大金金:操。麻痹还是人啊 操！！！,0
 //@来去之间:这九张图得多少流量啊[衰] //@橡实:[吃惊]//@贤莹定中: 这不是发生在现场吧？ //@桓桓hoan:我伙呆！[奥特曼],0
回复@Elizabeth08谁9:她们是喜欢吗[可怜] 就是欺负我[委屈][委屈][泪][泪] 不带这样的[偷笑][偷笑] //@Elizabeth08谁9:回复@小亮_Lib:嘤？是折磨你吧？？哈哈~ 是喜欢你的表现。。哈哈,0
我?手摸我的?奶?誓！我真的?票啊??的～ //@?嘉玲:早啊宽姐！能否??忙啊，欠很多人情呢。 //@KwanChiu: 偶也是?不到！[抓狂] //@?嘉玲:早啊?，香港是否考?加?一?，?在?不到票，功德?量? //@veggieg:? // @慈诚培吉LAMATSULTRIM :随喜功德?,0
//@散仙建龙: 有学问的畜牲太多啦！ //@紫牵微博: //@夜雨-长江头: 殇[伤心] //@我们都是丑小鸭伊呀伊呀哟: 无以言表，看到这种画面就让人心寒，哪怕自己过的不好也不能让自己父母不好，请把你的鞋给你的父亲穿上！[怒骂] //@_-瓦力: 如果是我 宁愿不要这个博士,0
好多书，好多书，好多书，看不完，看不完，看不完。。。我是一个无知的小呆子，好多书都木有读过，有的甚至连名字都木有听过。。。[抓狂],0
[抓狂][抓狂][抓狂],0
穿这样和车有何关系?//@石小杰微博:光着就完了![哈哈] //@痴鹿:[挖鼻屎][吃惊]@石小杰微博@勤劳的小黏糕 @??苏不是胖胖苏 @Jing果儿 @  //@邓乐军:我草！祝北京国际鸡展越办越好！！[失望][失望],0
#北京事儿#【还真有人带着些玩意儿上地铁啊！！！…[晕]】昨天，轨道交通安检实物巡回展在地铁王府井站启动，展出的实物触目惊心…[生病] 截至目前通过安检查获各类违禁品和危险品共谁6万余件，此次展览将在王府井站展出5天，之后还将选取客流量大的车站巡回展览。[黑线]。。。,0
想我的迷迷了[泪]不知道吃了没。。[泪][泪][泪][泪],0
"输给阴谋诡计的话,真的是愤愤不平啊,难以平息的心情[怒][愤怒][愤怒][愤怒] 我在:http://t.cn/zRju78i",0
旁边的实习生妹纸每天看不同国家的娱乐节目笑得花枝招展好让人羡慕[抓狂]好在我要翻译的内容全是海外媒体公司新闻也不那么枯燥不然心里如何平衡啊[泪],0
今天加班，下班回家人特别多，可怜的人们！[泪] http://t.cn/zW7lAr5,0
最高的言灵是 RENOVAMEN[泪],0
绳之以法！//@AllanZhang: 此人不除天理难容!//@奚门大官人: 为什么新浪要删这个[晕]//@陈业文新大都:任何删除了该视频企图以此掩盖事实真相的网站和机构都是卑鄙、龌龊、肮脏的！你们的行为如同行凶者一样，是赤裸裸地犯罪！[怒骂][弱]//@胡紫微: //@家庭牙医程铮:请解释为什么删掉视频,0
大爱这首歌呀！！！太感动了[泪]@至乐汇舞台剧,0
每天下班回家都要上演一出坐错车的悲剧[泪],0
这美国佬儿假想的氪星人[怒]咱是得打丫的啊！[哈哈]合着通知你们美国的时候闪现文字就是“你不是唯一”！通知我们中国人时就TM“你不是人”[抓狂]@杰哥5286 @吾酷周小四 @JZ老任 @鼓手余伟民 @吾酷小宝 ,0
今年我不要嘴勤屁股懒、今年我不要拖延症。[抓狂],0
[泪]昨天＂自己人＂都被魔都的天气翻到青岛去了 //@RT白小宅:小鱼儿...你先用一招“举手遮天”，随后紧跟一招“翻云覆雨”...咔咔，魔都瞬间晴朗了...,0
嚼着不知道哪个喇嘛师父掰给我一半又干又硬的馒头，噎得我翻白眼，一边走回客房吓了一跳，被打劫了么，No！我怎么会把自己的窝弄得如此凌乱[怒][汗]，收拾下午可以去青海湖玩啦，挖哈哈~ @幸福罗卡角,0
有 谁正在加班处理新浪微博客户端瘫痪故障？？是否被黑客攻击了？[衰] 看来，，，，，新浪客户端身份校对失效，，，，，是个黑洞！,0
我不是你们会员[泪] //@咕噜咔嚓:@鄂温克宣传EWK @鄂伦春旅游 @呼伦贝尔发布 @呼伦贝尔攻略 @呼伦贝尔陈旗发布 中国电信呼伦贝尔客服为广大的电信用户和摄影爱好者搭建了展示平台，使得各位拍摄的呼伦贝尔草原风光作品呈献给社会，同时加大了宣传呼伦贝尔、展示呼伦贝尔的力度，也加强了电信与用户间的,0
"去年徒步看到派镇到背甭沿途打了点，当地人说是修水坝用的[失望]/@光阴几何web: 选定了坝址,立了个碑在那里,在派以下几公里处,据说钻开喜马拉雅山,在德阳沟与多雄沟修引水渠建墨脱电站,希望只是传闻//@地衣徐健: 派都要建坝了？//@罗浩:现在才批？山南地区的加查县水电大坝都快竣工了 ",0
外面寒风刺骨，房间躁热难耐，冰火两重天啊!让人无处躲藏。[抓狂][抓狂],0
@小白鲸要攒RP @倚楼听风雨中 @崤枞 @木壹壹 @弋肆肆 @碧玉兔子 谁2月谁5日， 谁都别给我直播！ 谁都别搭理我！我的小当时首唱了，我却不在场！这日子真心没法过下去了！你们不要刺痛我，让我默默的蹲在新家的角落，默默的收拾东西，默默的流泪。李总是坏人，大坏人！爱你，我爱你[泪][泪][泪],0
凌晨两点收到垃圾短信，提示音把我惊醒，想着一大堆还没完成的工作，头晕，等再入睡已是一小时以后了，再次被惊醒时不到六点，楼下老太太们的晨练音乐响起。这个困呐。。。[抓狂],0
回复@金金鱼儿:已经翻过来了，幸亏你们提醒及时啊~[哈哈]度娘竟然没有提醒这一点~[哈哈]@83小钟 @潘潘猫 求支招~~ //@金金鱼儿:应该反过来蒸哦，黄不容易流失[嘻嘻] //@泡鱼儿:哈哈，来吧来吧~[哈哈]  //@FM谁04襄阳之声:[馋嘴]  //@简白:[抓狂]受不了哇！！,0
有时间愿意看看形形色色的电影、电视剧，各色人生，尽收眼底，各种有的没的，哭的笑的。几部美剧日剧港剧被我尽数追尽，更新的好慢。[失望]效率啊。[奥特曼],0
镇江，中山东路施工挖断电缆引发一连串后果，有人被困电梯。红绿灯失灵。没保存的电子文档。。可能泡汤的生意。。[晕]真是害人不浅啊！[抓狂],0
 @凡客诚品 的客服MM表示压力很大啊[衰][萌],0
[抓狂][抓狂][抓狂]//@陈赫: 好奇死了。老吊人胃口！ //@邓家佳:公寓到底发生了什么？四天后揭晓[鼓掌][鼓掌][鼓掌] //@娄艺潇:就转一下下而已[呵呵] //@李佳航JEAN:我们来了#爱情公寓4#?炸天吧[嘻嘻][嘻嘻][嘻嘻]//,0
[泪][怒骂]//@bluetraveller: //@搞小熊: 太残忍了,0
这事得问支付公司 //@简格民:你们的客服热线不停等待[抓狂],0
[泪] 七万这么多呀！！不要吃猪肉了//@侯宁:[话筒]人民期待！舆论关注！,0
"片场条件太艰苦了，剧情需要泉哥坐在冰冷的地上[泪]下次探班带一箱暖宝宝[温暖帽子][手套][围脖]//@任泉: 一群朝气蓬勃的你们！本来现场很冷的我见到你们又是暖暖的,咋那么爱你们呢[嘻嘻][嘻嘻]",0
这样的畜生。。唉，无语了。[怒]我上次在视频看过鞭刑，打得皮开肉绽，这人就得那样鞭刑，不知道新加坡的鞭刑厉害不厉害,0
终于把今天的次数停留在了7这个自己最爱的数字[衰],0
我在想，如果这些熊不被取胆汁了，它们会不会成为餐桌上的肉，更惨[泪] //@俭小鱼:点！ //@孟非: 点！ //@胡紫微:点！ //@棋哥:点！//@师旭平: 点！,0
敌人不被打死也被笑死了要，正面简直就是蜂猴//@上海兄弟连: 配眼镜。。。。//@oolucianoo: 这个。。。重咩？[衰]装在风镜上的，神一般的发明啊~~~,0
//@晴朗李寒:[泪][晕][抓狂][怒骂][泪流满面][哼]瞧我们把这可爱的孩子折磨的，我们这样的家长是不是很多？@诗人蓝蓝,0
[泪][泪][泪]//@于洲:一个病态的社会一群扭曲的灵魂[吃惊] // @钱文忠 ：[泪] [泪] [泪],0
如此说来，还是港府对某府的不作为作出的最为靠谱的方案了[衰] //@潘石屹:奶粉的事大家炸窝了。李兄，您的看法？ //@李?恩Benny:?一段可以解?清楚一些近?的??,0
刚要转发就被删???????????[怒] 共产主义的午餐是豪华的5星级“免费”自助餐，金钱豹神马的都是浮云，事实是???吃不完你可以千万别忘了打包哦亲！,0
我的长假很开心？[嘻嘻]我的长假不尽兴？[抓狂]不管你是哪样，周六来看大本营，让陈奕迅为你的长假收个好尾吧！[哈哈],0
 @毛小惠儿 @快乐的香茶 我受不了！！！[抓狂][抓狂][抓狂][抓狂][抓狂][抓狂],0
好爸爸[泪] //@挺哥说事儿: [赞][心],0
蚊子啊蚊子，我已经遍体鳞伤，求求你不要再咬我了！[泪],0
同回不去，幻想着我此刻要是在香港也该起床上山奔邵逸夫堂去了[泪]，遥祝大家毕业快乐！,0
//@中国失踪人口档案库官网: [心][话筒]//@服务乐清: 请大家再帮忙扩散下吧。[心]//@44诗诗: 谢谢大家帮忙扩散，幺爷爷已去世，他一直想见他至爱的女儿。[泪]亲爱的大姑，你现在究竟在哪？是不是有什么事？还是有意外了，求大家再帮忙寻寻！[泪],0
积重难返的艺术教育，非一人之过[怒],0
二十几年的老机器鼓捣一下还挺像样，功率灵敏度丝毫不输现役机器。。。重要的是，一百多块钱[晕],0
不错[鼓掌][鼓掌][鼓掌][鼓掌][鼓掌][悲伤],0
[泪][泪]//@子孟zimo:为嘛我看见这张照片想起98抗洪抢险[汗],0
回复@叶江海_:胃口太好[偷笑] //@叶江海_:哎，想打包都没得打，吃完了！！[泪],0
[泪] http://t.cn/zYQGClv,0
到家了饿了[抓狂],0
二狗！[怒]我就说你有妄想症你还死不承认！春春，活到今天属实不易，珍爱生命，远离诗人[哼]//@孔二狗:刚才我已愤怒的给黄小蕾打了电话――我质问她，我那么掏心掏肺的对你，你居然想上我！！[泪]她娇羞的说，二狗你误会了，我是写给春春的。[爱你][爱你],0
重复交资料，这个还真是！另外什么叫：有一分钟不专心？不懂！[晕][晕][晕],0
每个人都有梦想!如图中这货!昨天新买了二手自行车，今天客服了重重困难，诸如蛋疼，蛋疼，蛋疼等问题，然后追着大家的屁股问:骑自行车会不会阳痿，会不会腿粗，会不会长个等问题后……脑子从火星转了一圈后又从牙缝挤出了几个字……“哎，你说我过年骑自行车回北京行不行”   [衰]SB!,0
应该是死刑立即执行！[怒]今天紫竹院有老人丢了婴儿车里的孙子，好凄惨阿,0
最近的微信变成了游戏机，每天上线都是送你一颗心，送我一颗心；微博就是个大广告页，放眼望去，大家在参加什么有奖活动一目了然，但是扒拉半天也不知道我的小伙伴儿们最近都在干什么……[泪],0
春天在哪里呀，春天在哪里，春天就在库肯霍夫的花园里[花]一直以为自己是大长腿，结果每次来荷兰租自行车都够不到脚蹬子的时候，心嘎嘣就碎了[伤心]今天看了花园还骑车在乡间小路上逛了一会儿，用AS30V拍了点视频，虽然转机转的又累又折腾，还是心满意足滴~唯一的遗憾就是木有找到“国泰”,0
债 //@???: ? //@罗永浩:Ulay 只不过是她的灵魂伴侣，为什么要长那么帅？//@柯蓝: 债[泪]//@曾克:[泪]//@许小诺外号是小飞侠: 此恨绵绵～,0
看来我们食堂大姐的肉饼已经有点名气了[酷] //@曹蕾cl:回复@月上柳梢微博:自从我们家定了@诺亚有机 的菜，改素食了，纯菜香啊 //@月上柳梢微博:太素了！我要吃肉饼！@诺亚有机  家大姐做的那种！[泪][泪][泪],0
再多来几次北京上海当日往返我真心会沦为反人类反社会分子[晕],0
美女老板卖桃花酿，妙杀文君!亲们努力加餐吧...[哈哈]//@懒人业余餐厅厦门店: 我们也觉得这个老板很美！[偷笑]可惜没觉得另一老板更帅么？[衰],0
朋友们！这是土匪呀！ 谁能管管？有地说理吗？[泪][泪]//@相声演员海峰: 他妈的，不得不骂,0
不是她的对手？[汗]//@侯宁:乒乓冠军都打不过？//@乒乓阎桂丽: 我看像超级打手[哈哈]//@侯宁:超级打滚机？[晕] //@北大总裁班商学网:中国网友吐槽“超级打捆机”居然只有“20多万美元”。实际上是对美国竞选筹款最基本的规定也不了解的反应,0
森林大火可能因为好心人而燃烧 [泪][泪][泪]在山林中遇到这样的场景 千万不要过去试图扑灭浮火 它下面是空的 在地下燃烧 没空气就自然熄灭 人过去脚踩个窟窿 火会迅速着起来 [泪][泪][泪]俺和朋友就碰上啦 这里多半地区手机是无法使用的 撒丫子跑吧[哈哈][哈哈][哈哈],0
请张老板买单！ //@CyberAgentVentures:付费的啊[泪] //@戴周颖:终于等来了，准备好PK美女边同学 //@边岩-Tina: @戴周颖@古墓陈羽翔,0
//@生活小智慧: [泪] 终于有人开“学做饭”的微博，内容的很不错哦[心]，推荐给经常做饭的人关注@8090的做饭学堂 [good],0
周董也太神了~ //@张雅哲7_7:就说我家杰伦非凡人嘛~?~?~ //@破车推荐: 哈哈哈哈 //@prongs：[衰],0
[抓狂]都不相信，原来曾经都会过,0
[衰][晕],0
//@薇薇情感语录: [晕],0
注意吧！现在已经不是监督和预防了！直接是盈利//@???-Steven:今儿发现又出个违章，完全不知道原因[怒][怒][怒] //@O---买噶:@肥罗不肥江东小乔 @陈寒柏 @赵玺为赵彬相声 @张?_张小贱 @于小脖儿 @???-Steven  //@小眯眯眼顾小迪:@O---买噶,0
后知后觉！[泪][泪][泪][泪] //@致处女座的999封信:中枪了！[泪],0
居然胃痛[怒][怒] 原来铁打的胃 现在也不行了[泪],0
回复@觉得热的D哥:似的[失望] //@觉得热的D哥:你是单身赴任吗？家里没人跟你做好饭等你啊？ //@静冈叔叔:回复@晴天小迷糊:下班路上买了方便面[泪] //@晴天小迷糊:回复@静冈叔叔: [嘻嘻]换家店再吃吧～,0
躺着拖后腿了。//@微博搜索:窝真没用，处处拖祖国后腿[泪],0
梦见和@啦啦啦啦杜 做了一宿版[晕]都好悲惨[晕],0
回复@主持人刘婧:谢谢刘靖！感谢！ //@主持人刘婧:[泪][泪][泪][泪][泪]大家来帮帮忙吧,0
算了好半天。。数学不好的人伤不起[泪]//@天蝎天生:转发微博,0
[泪]真好。我没有//@我们爱讲冷笑话: [爱你],0
病了！难受！睡不着！[生病] [可怜] [抓狂],0
来找你那么多次@lurenrh 路过下午没人的皇太吉都没进去过。被@考拉的老公 图片勾引了，今天排了40分钟，才吃到[悲伤]豆腐脑的味道好怀旧，想起了小时候我爷爷最爱的味道[花心],0
着实很炫耀！！！[抓狂] //@ninimoogu:炫耀贴!鉴定完毕!,0
哥哥，这话说的给力//@拔刀斋皇甫江: 回复@迷失Joe:吃你妹！用活人陪葬也是中国传统！是不是你死一人，埋一家！[鄙视][鄙视][鄙视] //@迷失Joe:切，吃狗肉本来就是中国人的传统，又没有吃宠物狗，有的人就是神经病的很 //@拔刀斋皇甫江:抵制！[怒],0
回覆@?安娜的酒天酒地: 不要紧的，人肥就要认清事实，我不会怪别人的...哈哈！谢谢你们的邀请~[太?心] //@?安娜的酒天酒地:有修片啊[晕]很漂亮?很妩媚哦? //@Katrina正版卡小娜:我实在太肥了，你们没修片啊...非常后悔站在苗条的 @Chantalonwine__?仲? 旁边 [江南style],0
好冷，都没人接我下班。呜呜~~~~[泪][泪][泪],0
回复@憨腚_KM:人家是医生大叔，又不是护士妹妹，你害怕什么？ //@憨腚_KM:还行，比想象中好！矮油，哥，不能引导我走上一条不归路…… //@cuiyonghao:回复@憨腚_KM:医生大叔温柔不？ //@憨腚_KM:回复@cuiyonghao:呵呵。办公室劣质装修，又不通风，直接中毒进医院。 谁能比我惨？[泪],0
大手笔。。[泪]撒的我都心痛,0
很想去体验，可是...[失望],0
看第一场欧洲杯，竟然被一声巨雷霹停了，太不给面子了[失望],0
行，三天不睡觉，统统都叫过来开会[偷笑] //@洪星:敢喝吗？ //@董芳0000: 能不能喝一杯就过去了啊？[晕][晕][晕],0
难般喝个喜酒，和一姑娘撞衫撞包！[汗][汗][汗][抓狂][抓狂],0
射手座被你编排的也太。。。//@陈中：我现在一直很焦虑，该怎么对一直禁播的白羊座们什么交代？[泪] 只有最后一个星座了，白羊座，原计划是8月2谁日晚间，但是一直内部禁播，该肿么办，大家有建议嘛。。。,0
准确的形容下我此刻的心情：困！乏！饿！倒地就着[抓狂]照片是下午不困的时候拍的，挺好！,0
[泪]//@TimeOut北京:往事不要再提，物价几多风雨[泪],0
饺子姐看上这个茶台了[抓狂]，是定呢？定呢？还是定呢[抓狂][抓狂][抓狂],0
后座儿有狗，提高警惕[晕] #法国行#,0
也许吧，有时候品牌是不是出现了不重要，重要的是参与的过程，有他们一笔就够了 //@菜头文化:回复@Zipose方思阳:噢。。。那些花了大钱却没有被看出来的品牌商肯定很伤心。。。。[泪] //@Zipose方思阳:回复@菜头文化:有，移动G3,0
做活动就是这样，很多人总觉得是不是管的太细太多了，其实稍有疏忽，后果就不堪设想 //@tusong:[抓狂]  @刘伟民20谁谁   @刘鹏的围脖   @董芳AUDI,0
没广告啦? //@吴示韦:后面就没广告啦！大家顶住！！[抓狂]//@萤火bo: @天平座下的密斯李 @二子王鹏 @吴示韦 @肉猫盼盼 。。明星妈妈[呵呵][馋嘴],0
//@PPTV徐本利://@互联网老兵陈逸峰: //@扭发条猴子: 十多名乘客表示需要心理辅导[蜡烛][衰] //@蘑菇酥啊喵:今天二起电梯事故。。。。,0
幸福的人儿啊！强烈要求帮我去吃一顿大董什么的...[抓狂][抓狂][抓狂],0
"200G硬盘多少钱？那样的女朋友多少钱？//@一本道社长: 能顶200G硬盘的女友一定是AV界的佼佼者//@得哪闹哪: 200G到底=多少个女友！？难道既新单位""潘""后,女友的单位也要改用G了[嘘]//@北京tata: 那得多好的女朋友啊！200G[花心]//@得哪闹哪:没有过200G硬盘的男朋友不算好的男朋友。。。[衰]",0
[偷笑]我认为你很喜欢你自己的谁77身高哦！大长腿有木有？[嘻嘻] //@Mandy_紫色:苦啊，你以为我喜欢傲视群雄啊。。。谁77啊，心酸！//@上海?妞妞:@Mandy_紫色@柒大人@居里夫人P小K 高妹的苦有木有[衰] //@微博搞笑排行榜:[抓沙发],0
[晕]@伍玖-达达 @央半北 @幻烟7 @丽莎大小姐 ,0
人生第一张X光片，医生让我站直了，可我就是没法站直啊[泪][泪][泪][泪] 我在:http://t.cn/zjJTdQO,0
眼睛肿了，智齿开始说话，介就素病人晚睡跟生气的代价，[泪][抓狂][晕]嗨→_→今天，还要见公关姐姐。我要精力充沛才行[鼓掌][鼓掌][心][心]！[奥特曼],0
哇！太CUTE了！！可是~这是该叫我侄子（侄女）~还是叫外甥（外甥女）[晕] ？？？@范尼is德鲁伊,0
我想吃贴饽饽熬小鱼……我想到浑身难受啊……[泪][泪][泪]@大老板儿 @Patatina,0
回复@柒少爷太受欢迎:刚刚看新闻，一个小小的菲律宾尽敢欺负中国！[抓狂] //@柒少爷太受欢迎:哈哈哈嗯嗯我心脏其实也蛮好蛮好呢呵呵,0
我上班了~好不想来啊！！！ 除了老板仁慈，要不然我再也没有这么长的带薪假了[泪],0
//@泉州女一号:公务员貌似是真不懂这些。我就不太懂，第一条肯定是单眼皮！[晕]//@安溪小法医:考公务员常识题：谁父母都是单眼皮，宝宝是（ ）？A.单眼皮B.双眼皮C.单眼皮或双眼皮。2父亲A型血，母亲B型血，宝宝是（ ）？A.A型，B.B型，C.AB型，D.O型，E.都有可能。[哈哈],0
//@韩凯云: [抓狂],0
@丹and淡定   又买了，那个鸭头！辣到我这么嗜辣的人立刻头晕目眩！流鼻血了[晕]好吧，放纵一下就戒。 谁能告诉我鸭头的正确吃法？我只会啃啃表面就扔了,0
